tickers,shares,,,,,
TRU,75403,,,,,
TCL,1074150,,,,,
8TRA,19024,,,,,
TNL,31172,,,,,
TRV,98066,,,,,
696,347000,,,,,
TPK,93436,,,,,
TWE,272285,,,,,
THS,20638,,,,,
TREL B,92754,,,,,
4704,43600,,,,,
TRENT,68162,,,,,
TREX,46266,,,,,
4369,8368,,,,,
TPH,46676,,,,,
TRI,3101,,,,,
TRS,16700,,,,,
TRMB,100777,,,,,
TNET,15374,,,,,
TRN,31137,,,,,
TSE,13218,,,,,
TCOM,186651,,,,,
TRIP,40481,,,,,
3044,220000,,,,,
BBOX,625540,,,,,
TRTN,21990,,,,,
TROAX,12645,,,,,
TROX,41055,,,,,
TRUE-F,3256454,,,,,
TBI,12600,,,,,
TFC,519769,,,,,
732,360000,,,,,
TRUP,11423,,,,,
9830,13500,,,,,
2154,25300,,,,,
TRMK,28229,,,,,
TRU,159305,,,,,
TRYG,139600,,,,,
7313,47600,,,,,
6443,156000,,,,,
3608,28200,,,,,
600600,38600,,,,,
168,150322,,,,,
TSG,262465,,,,,
2103,220925,,,,,
6464,14100,,,,,
6371,10700,,,,,
6101,15000,,,,,
6332,13300,,,,,
4540,23300,,,,,
3391,13600,,,,,
6351,8800,,,,,
7937,2300,,,,,
TTEC,6376,,,,,
TTKPRESTIG,1409,,,,,
TTMI,35381,,,,,
TTW-F,437300,,,,,
4105,83541,,,,,
TIINDIA,34759,,,,,
TUI1,43462,,,,,
TUIl,231254,,,,,
TLW,619593,,,,,
2006,273000,,,,,
3552,26000,,,,,
002117,93900,,,,,
TUPRS,47130,,,,,
TUPY3,23300,,,,,
THYAO,203001,,,,,
TTKOM,160573,,,,,
TTRAK,4701,,,,,
TCELL,419207,,,,,
GARAN,758844,,,,,
HALKB,242994,,,,,
ISCTR,495971,,,,,
TSKB,560984,,,,,
SISE,547298,,,,,
VAKBN,218437,,,,,
TPTX,13468,,,,,
TRQ,37125,,,,,
000826,83700,,,,,
TPC,12200,,,,,
9409,6500,,,,,
9413,1900,,,,,
TV18BRDCST,137341,,,,,
TVSMOTOR,55751,,,,,
TWLO,56104,,,,,
TWST,17629,,,,,
TWTR,302790,,,,,
TWO,132971,,,,,
3042,98000,,,,,
363280,7169,,,,,
1522,53000,,,,,
TYL,15771,,,,,
2426,194000,,,,,
TYR,112690,,,,,
TSN,112253,,,,,
U-F,1520425,,,,,
UBXN,2049,,,,,
2606,174000,,,,,
5741,9800,,,,,
4208,50600,,,,,
UBER,533597,,,,,
UI,3149,,,,,
UBI,35224,,,,,
UBSG,1298071,,,,,
UCB,48864,,,,,
8057,3100,,,,,
UDG,91251,,,,,
UDR,117114,,,,,
UEMS,780000,,,,,
UFPI,21331,,,,,
UGI,81679,,,,,
UKCM,218091,,,,,
ULKER,62695,,,,,
ULTA,21499,,,,,
ULE,24141,,,,,
RARE,25710,,,,,
UGPA3,288096,,,,,
ULTRACEMCO,46412,,,,,
6728,17700,,,,,
UMBF,21522,,,,,
UMI,83776,,,,,
UMPQ,85276,,,,,
UAA,76188,,,,,
UA,80438,,,,,
220,468800,,,,,
1216,1835992,,,,,
URW,53315,,,,,
UNI,284134,,,,,
8113,156300,,,,,
UCG,833803,,,,,
UNIFINA,66244,,,,,
UNF,5563,,,,,
002049,18000,,,,,
UNVR,2123200,,,,,
ULVR,986624,,,,,
300232,24800,,,,,
3037,479000,,,,,
UNIONBANK,270719,,,,,
UFF,3905,,,,,
UNP,259902,,,,,
UPP,1323013,,,,,
6278,4500,,,,,
UNIP6,11970,,,,,
UN01,39360,,,,,
UNI,174418,,,,,
US,175849,,,,,
5949,13300,,,,,
UPRO,4599900,,,,,
UQA,42174,,,,,
UNIQ-F,382500,,,,,
QURE,14901,,,,,
000938,33740,,,,,
UTG,118525,,,,,
2367,210120,,,,,
UAL,29346,,,,,
7606,7600,,,,,
UBL,95600,,,,,
UBSI,50761,,,,,
UBL,31665,,,,,
RUAL,1001888,,,,,
UCBI,39365,,,,,
UDCD,604560,,,,,
4003,16281,,,,,
467,2580000,,,,,
2404,50200,,,,,
4260,18517,,,,,
UTDI,41916,,,,,
3933,178000,,,,,
UMG,94310,,,,,
UMC,87418,,,,,
2303,4104180,,,,,
U11,511700,,,,,
UPS,276571,,,,,
3576,733596,,,,,
URI,28683,,,,,
MCDOWELL-N,110197,,,,,
USM,4600,,,,,
X,100824,,,,,
3222,23160,,,,,
UTHR,16379,,,,,
UNTR,560260,,,,,
8960,846,,,,,
UU.,289925,,,,,
UNH,366590,,,,,
086390,6076,,,,,
UNIT,72009,,,,,
UWL,239223,,,,,
3103,16400,,,,,
2499,378000,,,,,
U,9885,,,,,
UNVR,64036,,,,,
UV-F,246900,,,,,
UVV,9018,,,,,
OLED,16180,,,,,
UHT,4482,,,,,
UHS,29204,,,,,
URC,344140,,,,,
601231,26800,,,,,
3218,17000,,,,,
3704,112000,,,,,
UNM,75543,,,,,
U14,183755,,,,,
1313,344265,,,,,
UPL,198489,,,,,
UPM,214571,,,,,
UPONOR,20557,,,,,
UPWK,34498,,,,,
UE,44774,,,,,
URBN,25781,,,,,
USB,523820,,,,,
ECOL,10864,,,,,
USFD,86063,,,,,
USNA,4100,,,,,
6925,41600,,,,,
1304,316645,,,,,
USIM5,136371,,,,,
USIM3,70700,,,,,
4732,78000,,,,,
2146,9500,,,,,
UWC,116100,,,,,
7717,2600,,,,,
3681,13239,,,,,
VGUARD,34743,,,,,
VMART,5403,,,,,
VAIBHAVGBL,5002,,,,,
MTN,15933,,,,,
VAKRANGEE,236119,,,,,
INCO,710300,,,,,
VALE,449641,,,,,
VALE3,826331,,,,,
FR,96697,,,,,
VLO,159110,,,,,
002643,22500,,,,,
VATN,9305,,,,,
VLY,171762,,,,,
VK,2634,,,,,
VALMT,48457,,,,,
VMI,7684,,,,,
9956,12800,,,,,
VALN,2104,,,,,
7995,5800,,,,,
806,313000,,,,,
2491,4800,,,,,
VVV,67566,,,,,
VAN,1942,,,,,
5347,335000,,,,,
VREX,11704,,,,,
VAR,35122,,,,,
VRNS,41175,,,,,
VAR1,5263,,,,,
VBL,35822,,,,,
VASTN,5721,,,,,
VACN,10337,,,,,
002035,69700,,,,,
323990,3812,,,,,
VGR,53546,,,,,
6058,11600,,,,,
VCT,77157,,,,,
VEC,231836,,,,,
VEDL,635879,,,,,
VEEV,53231,,,,,
VEI,40757,,,,,
VELESTO,1473763,,,,,
VTR,149311,,,,,
V03,106000,,,,,
2500,109000,,,,,
002439,12600,,,,,
VIE,203989,,,,,
VNE,38097,,,,,
VCYT,24924,,,,,
VRLA,13191,,,,,
VBK,7647,,,,,
VER,24267,,,,,
VER,91385,,,,,
VRNT,24134,,,,,
VRSN,39256,,,,,
VRSK,61441,,,,,
VZ,1605539,,,,,
VET,66070,,,,,
VRRM,49714,,,,,
VRTX,100447,,,,,
VRT,89322,,,,,
VWS,79698,,,,,
VESTL,20037,,,,,
VSVS,80313,,,,,
VETN,4376,,,,,
VFC,125990,,,,,
VGI-F,1453941,,,,,
VGP,2681,,,,,
2388,135000,,,,,
VVAR3,442589,,,,,
VIAC,217976,,,,,
VSAT,25105,,,,,
VTRS,500938,,,,,
VIAV,99253,,,,,
VCT,4456,,,,,
VICI,213455,,,,,
VCX,1409470,,,,,
VICR,6672,,,,,
300476,24200,,,,,
VCT,30132,,,,,
121800,9421,,,,,
VIG,13000,,,,,
100120,2342,,,,,
VIFN,20955,,,,,
RIN,2836,,,,,
CONCHATORO,117757,,,,,
VINATIORGA,7740,,,,,
DG,174884,,,,,
3331,102599,,,,,
VIO,35271,,,,,
VIPS,165395,,,,,
VIR,19903,,,,,
VIRP,1817,,,,,
SPCE,25008,,,,,
VMUK,495529,,,,,
VIRT,22576,,,,,
VRT,18856,,,,,
VRTS,2528,,,,,
V,656022,,,,,
VIS,14560,,,,,
VSH,47269,,,,,
9416,9300,,,,,
002387,17998,,,,,
VGL,100722,,,,,
VLL,1181800,,,,,
VC,10123,,,,,
VST,197004,,,,,
2455,65250,,,,,
VHP,137358,,,,,
3151,16900,,,,,
345,298332,,,,,
VIT B,8415,,,,,
VITR,22424,,,,,
VITROX,52800,,,,,
1873,206500,,,,,
VEA,485305,,,,,
VIVA3,33200,,,,,
VIV,303152,,,,,
3454,25000,,,,,
VMW,30831,,,,,
VNV,28210,,,,,
3738,120000,,,,,
VOC,211206,,,,,
VOD,217382,,,,,
VOD,10353721,,,,,
IDEA,2755378,,,,,
VFQS,578060,,,,,
VOE,40967,,,,,
VOW3,68545,,,,,
VOW,14469,,,,,
VLTSA,8069,,,,,
VOLTAS,90459,,,,,
6409,19322,,,,,
VOLV A,106699,,,,,
VOLV B,559017,,,,,
VG,82928,,,,,
VNA,219615,,,,,
VNT,56141,,,,,
VONN,10201,,,,,
VNO,70677,,,,,
VOS,3545,,,,,
VOYA,49699,,,,,
VPBN,742,,,,,
1608,259000,,,,,
VRM,38898,,,,,
VS,522000,,,,,
856,272000,,,,,
7593,89900,,,,,
VTBR,544162,,,,,
VTBR,765146460,,,,,
303,63200,,,,,
VKE,300173,,,,,
VMC,52000,,,,,
VZN,5300,,,,,
6619,14500,,,,,
WCH,5594,,,,,
WAC,7364,,,,,
3591,18900,,,,,
6727,64900,,,,,
WDR,21400,,,,,
6182,156436,,,,,
3010,63000,,,,,
8125,13400,,,,,
WALMEX*,2046159,,,,,
WBA,280313,,,,,
WD,10019,,,,,
WAWI,33878,,,,,
WALL B,57901,,,,,
WMT,539473,,,,,
1605,1170000,,,,,
2492,183968,,,,,
DIS,701363,,,,,
300142,38000,,,,,
2615,258000,,,,,
600859,19200,,,,,
300017,26600,,,,,
600309,82400,,,,,
151,2297467,,,,,
000559,105400,,,,,
2918,3600,,,,,
WARBABANK,320991,,,,,
WDP,52767,,,,,
GPW,9251,,,,,
WRT1V,181067,,,,,
WAFD,42889,,,,,
SOL,32239,,,,,
WRE,34963,,,,,
WASH,6033,,,,,
WSU,3585,,,,,
WSKT,1299774,,,,,
WCN,103430,,,,,
WM,162607,,,,,
7522,4300,,,,,
WOSG,71515,,,,,
WAT,24076,,,,,
WSO,12245,,,,,
WTS,10262,,,,,
W,27783,,,,,
WPR,266983,,,,,
WCT,336279,,,,,
WDFC,5032,,,,,
2475,3740,,,,,
4825,1700,,,,,
WEB,123359,,,,,
WBS,34154,,,,,
069080,6293,,,,,
WEC,122582,,,,,
WEGE3,301292,,,,,
1201,152000,,,,,
WB,21480,,,,,
2338,1002400,,,,,
000581,40800,,,,,
200581,34600,,,,,
300699,11440,,,,,
2013,420000,,,,,
WRI,44152,,,,,
WEIR,96999,,,,,
WMK,3900,,,,,
WBT,48927,,,,,
3141,37000,,,,,
WFC,1474730,,,,,
WELL,164408,,,,,
WELCORP,36272,,,,,
WELSPUNIND,88190,,,,,
2436,48599,,,,,
112040,4709,,,,,
MF,11358,,,,,
WEN,66667,,,,,
300498,25560,,,,,
WEHB,1657,,,,,
WHA,16890,,,,,
WERN,22620,,,,,
WSBC,29512,,,,,
WCC,17827,,,,,
WES,441256,,,,,
WAF,358465,,,,,
2233,530000,,,,,
WFG,30375,,,,,
9021,71700,,,,,
WST,29349,,,,,
WABC,9567,,,,,
WAL,36659,,,,,
WSA,85860,,,,,
WDC,119727,,,,,
601069,119100,,,,,
002673,87300,,,,,
688122,44887,,,,,
WU,161591,,,,,
WGX,130456,,,,,
WAB,71896,,,,,
WLK,12443,,,,,
WESTLIFE,21378,,,,,
002268,26500,,,,,
WBC,1426350,,,,,
WPRTS,410900,,,,,
WRK,104726,,,,,
WTE,14700,,,,,
WEX,17169,,,,,
WY,295489,,,,,
288,3376684,,,,,
SMWH,47644,,,,,
WHA-F,2428602,,,,,
WHART-F,375900,,,,,
4,482600,,,,,
1997,675600,,,,,
WPM,178619,,,,,
WHR,25091,,,,,
WHIRLPOOL,10912,,,,,
WTB,81777,,,,,
WTM,1110,,,,,
WCP,182240,,,,,
WHC,286695,,,,,
WIE,48193,,,,,
WIHL,47985,,,,,
WIKA,1149145,,,,,
WLCON,443500,,,,,
603501,14900,,,,,
WMH,385195,,,,,
WMB,476120,,,,,
WSM,30520,,,,,
WLTW,49970,,,,,
WSC,64983,,,,,
F34,839237,,,,,
WBO,11799,,,,,
3105,150151,,,,,
2344,1075726,,,,,
W05,102400,,,,,
WING,10951,,,,,
600745,33400,,,,,
WGO,11521,,,,,
300253,54600,,,,,
WPK,13570,,,,,
WTFC,21281,,,,,
WIT,297993,,,,,
WIPRO,203506,,,,,
6068,224000,,,,,
2637,176196,,,,,
WETF,55362,,,,,
WTC,32488,,,,,
3231,1277152,,,,,
6285,92400,,,,,
6669,32000,,,,,
WIX,18859,,,,,
WIZS3,25310,,,,,
WIZZ,13236,,,,,
MRW,874002,,,,,
WOCKPHARMA,15956,,,,,
600580,52100,,,,,
WKL,104277,,,,,
WWW,28840,,,,,
030530,17538,,,,,
240810,13396,,,,,
WPL,376867,,,,,
WWD,20752,,,,,
WOW,493274,,,,,
WHL,330823,,,,,
021240,20683,,,,,
095720,13570,,,,,
316140,203586,,,,,
WDAY,69398,,,,,
WKHS,35456,,,,,
WK,14191,,,,,
WORK-F,384900,,,,,
WKP,46453,,,,,
3612,5500,,,,,
INT,23791,,,,,
2429,3700,,,,,
WWE,16875,,,,,
WLN,94887,,,,,
WOR,117174,,,,,
WOR,12874,,,,,
4839,1800,,,,,
2727,21665,,,,,
WPC,68841,,,,,
3702,571440,,,,,
WPP,58559,,,,,
WPP,474608,,,,,
WRB,55112,,,,,
GRA,20943,,,,,
WSFS,17130,,,,,
WSP,44761,,,,,
3036,138986,,,,,
600704,154600,,,,,
WUW,9451,,,,,
002414,40120,,,,,
300567,9400,,,,,
300184,30200,,,,,
300747,9568,,,,,
002555,48800,,,,,
300088,64400,,,,,
000858,102100,,,,,
2316,203457,,,,,
002463,32800,,,,,
603259,28904,,,,,
2359,100380,,,,,
2269,1204740,,,,,
300031,21400,,,,,
300450,23400,,,,,
603185,6400,,,,,
600667,36200,,,,,
GWW,17095,,,,,
WW,17374,,,,,
WH,33947,,,,,
1128,642000,,,,,
WYNN,41046,,,,,
XFAB,14653,,,,,
XEL,202730,,,,,
000425,194600,,,,,
2400,77000,,,,,
8281,7400,,,,,
XNCR,19348,,,,,
XHR,43576,,,,,
XRO,47603,,,,,
XRX,68499,,,,,
300775,14100,,,,,
520,171000,,,,,
600153,70200,,,,,
600563,8900,,,,,
600897,24200,,,,,
600755,100000,,,,,
002626,21600,,,,,
300188,37200,,,,,
600549,46600,,,,,
600057,116103,,,,,
XLNX,95314,,,,,
1899,269000,,,,,
600208,289600,,,,,
601811,56600,,,,,
811,126000,,,,,
002202,56800,,,,,
2208,284765,,,,,
000877,47800,,,,,
002092,56300,,,,,
3374,53000,,,,,
000778,102100,,,,,
000902,32200,,,,,
3868,582000,,,,,
868,786000,,,,,
968,1594200,,,,,
XIOR,9561,,,,,
EXCL,1192400,,,,,
XP,73681,,,,,
XPP,5694,,,,,
3662,21468,,,,,
XPEV,44342,,,,,
XPER,37447,,,,,
XPO,34323,,,,,
1368,414000,,,,,
000400,25200,,,,,
8942,44000,,,,,
XYL,70821,,,,,
6630,11400,,,,,
1585,376000,,,,,
2327,188473,,,,,
300123,24900,,,,,
1870,8200,,,,,
2267,52688,,,,,
7679,3000,,,,,
6250,10400,,,,,
9831,269172,,,,,
8344,20800,,,,,
8418,100100,,,,,
7951,62400,,,,,
7272,103600,,,,,
3020,36625,,,,,
YRI,357414,,,,,
8360,12600,,,,,
6240,9851,,,,,
9064,138000,,,,,
5444,13200,,,,,
2212,47600,,,,,
8051,26800,,,,,
3060,28786,,,,,
2290,91145,,,,,
YNDX,119708,,,,,
2609,495030,,,,,
600348,128400,,,,,
000671,100500,,,,,
601869,6300,,,,,
6869,46000,,,,,
300373,13900,,,,,
BS6,766936,,,,,
Z25,194600,,,,,
000869,38730,,,,,
200869,143033,,,,,
002675,19800,,,,,
603638,14900,,,,,
002353,24500,,,,,
002481,32900,,,,,
600188,75000,,,,,
1171,616000,,,,,
8279,7700,,,,,
YKBNK,514749,,,,,
YAR,66817,,,,,
6506,104363,,,,,
YATAS,16291,,,,,
2034,115692,,,,,
YDUQ3,106000,,,,,
9923,63600,,,,,
300628,19930,,,,,
9882,10500,,,,,
YELP,26707,,,,,
1589,15639,,,,,
YESBANK,509982,,,,,
YETI,28902,,,,,
YEXT,37281,,,,,
1907,480000,,,,,
122870,3272,,,,,
002063,53300,,,,,
1558,92800,,,,,
2023,523136,,,,,
002019,30300,,,,,
603939,12900,,,,,
1579,175000,,,,,
YINSON,169900,,,,,
000975,58660,,,,,
YIT,75612,,,,,
002727,13700,,,,,
5451,9100,,,,,
5911,10100,,,,,
6841,88200,,,,,
2874,15100,,,,,
5101,39600,,,,,
6800,5995,,,,,
Z59,310430,,,,,
8008,7900,,,,,
7906,19800,,,,,
601933,508400,,,,,
002756,11700,,,,,
600588,80667,,,,,
7294,9300,,,,,
9861,23100,,,,,
002489,127800,,,,,
DAO,5400,,,,,
008730,4378,,,,,
000670,219,,,,,
111770,11886,,,,,
009970,2479,,,,,
600177,122100,,,,,
002174,24100,,,,,
YPSN,1264,,,,,
YTL,1490412,,,,,
YTLPOWR,1081000,,,,,
600233,65400,,,,,
000998,41400,,,,,
2885,4763523,,,,,
003470,38496,,,,,
8074,6100,,,,,
551,271000,,,,,
123,3747207,,,,,
405,658940,,,,,
1052,206000,,,,,
000100,21319,,,,,
1375,7300,,,,,
9941,60500,,,,,
2201,217430,,,,,
2227,10000,,,,,
YUMC,160650,,,,,
YUM,116512,,,,,
002120,33146,,,,,
003520,33594,,,,,
3705,81400,,,,,
000807,125400,,,,,
000538,28500,,,,,
000878,42400,,,,,
002812,19700,,,,,
000960,42400,,,,,
1934,16500,,,,,
6482,6400,,,,,
300674,11300,,,,,
011690,14731,,,,,
1628,998122,,,,,
ZEL,165170,,,,,
4689,1020100,,,,,
ZLAB,27774,,,,,
ZAL,66240,,,,,
2240,17264,,,,,
ZOT,66393,,,,,
TIMA,5678,,,,,
ZEAL,25112,,,,,
ZBRA,20469,,,,,
ZED,396625,,,,,
ZEEL,299569,,,,,
ZEHN,3781,,,,,
ZEN,46444,,,,,
1558,31000,,,,,
7164,18600,,,,,
9474,9850,,,,,
ZENSARTECH,41885,,,,,
7550,35500,,,,,
4205,53700,,,,,
4559,12700,,,,,
600436,14898,,,,,
1818,402500,,,,,
002266,130600,,,,,
002602,182300,,,,,
603129,13000,,,,,
600415,143100,,,,,
601877,35100,,,,,
002273,39500,,,,,
002236,74600,,,,,
002214,20600,,,,,
603338,10934,,,,,
576,596000,,,,,
002203,36000,,,,,
688006,34445,,,,,
600987,232400,,,,,
002099,71400,,,,,
300133,81100,,,,,
002064,81100,,,,,
600521,43340,,,,,
603799,28400,,,,,
603583,8600,,,,,
300316,31200,,,,,
300459,190700,,,,,
002318,21700,,,,,
603456,21700,,,,,
600160,76900,,,,,
300257,40700,,,,,
600352,79000,,,,,
600216,31000,,,,,
002001,52900,,,,,
600120,55100,,,,,
002050,89010,,,,,
002648,34600,,,,,
603520,7000,,,,,
002032,7595,,,,,
300702,5400,,,,,
002085,74500,,,,,
002372,46100,,,,,
300357,13000,,,,,
002332,30100,,,,,
002375,58400,,,,,
4958,238700,,,,,
601717,37100,,,,,
600066,56700,,,,,
6158,265000,,,,,
601878,32100,,,,,
6060,127556,,,,,
300659,9900,,,,,
300308,15300,,,,,
600489,120700,,,,,
2772,179500,,,,,
000685,66700,,,,,
881,230500,,,,,
600918,69100,,,,,
000540,245300,,,,,
3633,338000,,,,,
000544,83600,,,,,
1458,351000,,,,,
1176,762000,,,,,
3898,192509,,,,,
300726,9600,,,,,
601636,67200,,,,,
002408,44100,,,,,
3679,29200,,,,,
ZV,13478,,,,,
601899,584100,,,,,
2899,2327301,,,,,
ZG,23645,,,,,
Z,55929,,,,,
ZBH,80583,,,,,
013890,3009,,,,,
2485,43000,,,,,
ZION,64744,,,,,
Z1P,167218,,,,,
ZTS,183905,,,,,
ZGNX,19398,,,,,
7965,14500,,,,,
ZM,67747,,,,,
000157,266700,,,,,
1157,474380,,,,,
ZO1,2310,,,,,
ZOREN,328267,,,,,
3092,37600,,,,,
ZS,28723,,,,,
000063,99698,,,,,
763,308814,,,,,
ZTO,166712,,,,,
6279,9200,,,,,
6947,6700,,,,,
ROSE,2825,,,,,
ZURN,57521,,,,,
ZYDUSWELL,7296,,,,,
ZNGA,353139,,,,,
